CONS_NO,FLAG,mean_consumption,median_consumption,std_consumption,min_consumption,max_consumption,missing_rate,missing_count,zero_rate,early_mean,recent_mean,consumption_change,first_half_mean,second_half_mean,long_term_change,month_1_mean,month_2_mean,month_3_mean,month_4_mean,month_5_mean,month_6_mean,month_7_mean,month_8_mean,month_9_mean,month_10_mean,month_11_mean,month_12_mean,seasonal_std
0387DD8A07E07FDA6271170F86AD9151,1,13.019901315789474,9.52,9.00792315287953,2.46,46.49,0.16483516483516483,60,0.0,8.517000000000001,13.858666666666668,0.6271769448737492,9.420655737704918,15.432582417582418,0.6381642859160306,8.493870967741936,12.053793103448275,8.784516129032259,8.395999999999999,7.3419354838709685,15.30733333333333,28.421290322580642,19.13612903225807,13.154827586206897,8.980322580645163,4.231379310344828,4.691612903225806,6.575667861171545
01D6177B5D4FFE0CABA9EF17DAFC2B84,1,0.0,0.0,0.0,0.0,0.0,0.16483516483516483,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.231379310344828,4.691612903225806,0.0
4B75AC4F2D8434CFF62DB64D0BB43103,1,9.921389961389963,8.9,6.822524169617512,0.0,32.81,0.28846153846153844,105,0.1583011583011583,11.519,8.258510638297873,-0.28305313643970753,9.427459016393444,10.361240875912408,0.09904914556998468,11.500967741935483,10.003793103448274,8.498064516129034,7.718666666666667,7.939310344827588,13.969999999999999,12.597096774193549,0.0,5.156551724137932,16.172916666666666,4.231379310344828,4.691612903225806,4.667523563910571
B32AC8CC6D5D805AC053557AB05F5343,1,19.755214521452146,17.38,9.533081675337865,0.4,52.76,0.16758241758241757,61,0.0,27.966,19.09411111111111,-0.31723838130767745,20.22606557377049,19.4378453038674,-0.038970516933097936,27.982903225806453,23.98034482758621,18.549677419354836,10.697666666666665,11.777096774193549,17.520333333333333,29.478999999999996,25.706451612903233,16.552758620689655,15.321290322580644,4.231379310344828,4.691612903225806,6.646375352877931
EDFC78B07BA2908B3395C4EB2304665E,1,11.945013850415512,10.07,8.268910553145362,2.21,43.43,0.008241758241758242,3,0.0,4.527222222222222,14.946206896551724,2.3014073225254537,6.6619780219780225,17.31659217877095,1.5993166777684393,5.5367741935483865,6.770689655172413,6.475483870967742,12.836333333333334,12.258387096774191,18.86,26.8441935483871,21.456129032258062,12.780000000000001,10.972580645161294,3.6341379310344823,4.431935483870967,7.299139609698574
6BCFD78138BC72A9BA1BFB0B79382192,1,4.243322147651007,3.2,3.1685786949950474,0.36,16.99,0.1813186813186813,66,0.0,5.044,2.832777777777778,-0.43838655508240815,5.498389830508474,3.420555555555556,-0.3778986141588568,5.007096774193548,3.7279310344827583,3.999259259259259,8.895333333333333,6.449677419354837,2.9926666666666666,2.6934482758620684,2.757096774193548,3.6189655172413784,2.196451612903226,4.231379310344828,4.691612903225806,2.0594353087688164
34C1954AA3703C4F8BD8EAEA7C4B7B83,1,1.3258516483516483,0.725,1.653174120335192,0.0,9.34,0.0,0,0.31868131868131866,0.16922222222222222,1.9936666666666665,10.781288882731486,0.7378571428571428,1.9138461538461538,1.593787399886017,0.025806451612903226,2.3444827586206896,0.7858064516129033,0.8903333333333333,0.5132258064516129,1.789333333333333,3.127096774193548,2.1103225806451613,1.9806896551724138,1.9009677419354838,0.2989655172413793,0.18580645161290324,1.0026204171486839
768309B0EB11FD436CEE5ABFB84F4C0C,1,4.465274725274726,3.98,3.120305696212589,1.36,33.69,0.0,0,0.0,3.8517777777777775,3.5555555555555562,-0.07690530513622124,5.094010989010989,3.836538461538462,-0.24685307576527063,4.466451612903225,9.759310344827586,4.670967741935484,4.542333333333333,4.65516129032258,3.9476666666666675,3.7929032258064517,3.4603225806451623,3.208620689655172,3.9816129032258063,3.021379310344828,4.2296774193548385,1.7527262931344791
D0A186208CE83FBCCF730857C9A75B6F,1,7.146666666666667,6.6,3.320103157512703,1.67,31.08,0.21703296703296704,79,0.0,4.573076923076924,6.267444444444445,0.3705092171767527,8.290000000000003,6.4996153846153835,-0.21596916760138132,4.586296296296297,6.567222222222223,11.348888888888892,9.868333333333334,5.581612903225806,6.960333333333335,7.76516129032258,7.094838709677419,5.388620689655173,6.242580645161291,4.231379310344828,4.691612903225806,2.074566395301463
516954F5FF177CE314656D727FCC66A5,1,76.35916943521595,67.43,27.309205169219577,18.09,168.41,0.17307692307692307,63,0.0,63.324666666666666,79.03011494252873,0.24801469718773145,60.33180327868852,87.28284916201117,0.446713739221666,62.88709677419356,47.35655172413793,69.04903225806453,60.98966666666667,68.35032258064517,98.47833333333332,115.76,109.1958064516129,76.23346153846154,53.61774193548387,4.231379310344828,4.691612903225806,23.601520013138323
