CONS_NO,FLAG,ml_risk_probability,anomaly_score,final_risk_score,review_priority
57531380F73D67943259F07E12498E1A,1,0.975793986188264,0.8951371261139417,0.9515969281659673,HIGH
FB0506FAED1441E1B46C95E150163594,1,0.9716027633929376,0.8871416715824378,0.9462644358497876,HIGH
011FCB87987B5806AA1880B584FF0684,1,0.9725820684695834,0.8701833314611441,0.9418624473670515,HIGH
0386CA5CC318BE77720EDBBEF445B58B,1,0.9703448501863332,0.8695963809873777,0.9401203094266466,HIGH
C4A46CBDB3B01C5ED4CC8B871824CA89,1,0.9464286835861184,0.9234258024674913,0.9395278192505302,HIGH
A339AE08F6CC2375284A87F319707555,1,0.9683220462628344,0.8566350575970563,0.9348159496631008,HIGH
272A864DA48150E36874E8514DE16D42,1,0.969649532666592,0.8527432688153059,0.9345776535112061,HIGH
924917BC0D2A968047801A636B3EC447,1,0.9643354114992879,0.8620225378889653,0.933641549416191,HIGH
E1E3A7F10472E9E53081EF626866CD81,1,0.9579341263798067,0.8747042169211816,0.9329651535422191,HIGH
0D9E6AFBC56A5F37F759CC02B1F447B8,1,0.9656301076206246,0.843796171032666,0.9290799266442369,HIGH
837D54985C93D7902649F9AFDCD0B484,1,0.8963139370672002,0.9999999981673272,0.9274197553972383,HIGH
28A1DCF56B2B30F6C6849F2E36D1EC84,1,0.9560640483185041,0.8602573673472513,0.9273220440271283,HIGH
22A8A6FB75DB9FE9E822DB339B5EA5CF,1,0.9681518287433918,0.8306366597854532,0.9268972780560102,HIGH
6267381009A3E393ACED934BA15DC7BF,1,0.9573502410039615,0.853240066944297,0.926117188786062,HIGH
D3D19CDA8AF58625FEC1271C3BD2E1AE,1,0.970187425792773,0.8214450336593524,0.9255647081527467,HIGH
5BE3C9C0F9FD91A45AC67BAF60BEB292,1,0.9669022973574086,0.8283189857143073,0.9253273038644781,HIGH
6FF9EEDA2593930830A1D5C5591016F0,1,0.9499871638340576,0.865096862028194,0.9245200732922985,HIGH
F773F01D4AD2B16FC1D9D1D7FFB29471,1,0.9534495194879803,0.854771181263705,0.9238460180206977,HIGH
19B06A8DA87FCC23320D34BCDB304ABE,1,0.9548341078430079,0.8506912507934243,0.9235912507281328,HIGH
961208AD17ECB15121F2C2086F826BC0,0,0.9548341078430079,0.8506912507934243,0.9235912507281328,HIGH
8DF0CD96150F92A6F6F19DD668361E6C,1,0.9549898213592826,0.8502681255172923,0.9235733126066854,HIGH
A43D914BA2927704D7C6BD0CC5AC2A0F,1,0.9562449713376432,0.845338673552198,0.9229730820020096,HIGH
D5B288D1080FBA887EDF01D0AF634CF0,1,0.957546441280574,0.8410822515338422,0.9226071843565544,HIGH
DB52818CB7739F65441623DB590607FC,1,0.9736381877291583,0.8023443239404405,0.9222500285925429,HIGH
C7CDEDD2569DA007D97CF0BDF0022A05,0,0.9744671227364173,0.7989743824547405,0.9218193006519143,HIGH
A80402A8BAA5930A35D32DA48AB5C154,1,0.9564596248585716,0.8408383692183296,0.9217732481664989,HIGH
D8D7BD1D4EA60D0ACFDE888654CB5FD9,1,0.9467955877093368,0.8631014689523843,0.9216873520822509,HIGH
E75897E85DB77A925F357880F4648673,0,0.9635346933051823,0.8233844583464669,0.9214896228175675,HIGH
6DDC4E6D066874C1A87D15DAEB2C47ED,1,0.9558423448300672,0.8410013878750667,0.921390057743567,HIGH
C9A4AFFBB98C526841BF8DEA26EA52E7,1,0.9702186753501113,0.8066524929634781,0.9211488206341213,HIGH
83BB1857C98C44545EAFB3434214879C,1,0.9645825798938155,0.8143235578410661,0.9195048732779906,HIGH
7F6818F21F919429B415CE30495E60FB,1,0.9660403010091139,0.8103466354257192,0.9193322013340953,HIGH
4B21B6B17D2A798372AE446E474D412E,1,0.9637350237458424,0.8107896815291562,0.9178514210808364,HIGH
8BE2FE19C1B3790C3E82F0FD05B7E184,1,0.9418199047506043,0.8607898557120304,0.9175108900390321,HIGH
322520E877189F6F14B21E1D8F06FBFF,1,0.9429188985789563,0.8581288913704648,0.9174818964164088,HIGH
9584D26951B6E3511F100A9851A929CB,1,0.9557658481475519,0.8279935464704327,0.917434157644416,HIGH
1B698C044F482E3D4F9053EA861CBD2E,0,0.9630442031934346,0.8103336060950103,0.9172310240639073,HIGH
2ACF91ADAFAB3FE2339AFD082BA7694E,0,0.9560094545303862,0.8258873220566201,0.9169728147882563,HIGH
224ED95A1B3579E0B28542FF5D8724A4,1,0.9718528773470393,0.7874884836685828,0.9165435592435023,HIGH
888292D52327A85207C689F6C8A4A6F8,0,0.9579488345572481,0.8189388132422822,0.9162458281627583,HIGH
200C5477374CA5E1DCAB0B8116089266,1,0.9477545700154916,0.8424255150393877,0.9161558535226604,HIGH
7771D5644A7CDD37525C628DEF0F7590,1,0.9467136639799449,0.8403201840898256,0.914795620012909,HIGH
F32C794F51B5E764874BD8934E4416A1,0,0.9535346408292671,0.8234923652041525,0.9145219581417325,HIGH
618A987780219F31FB4F9748708AA9CE,1,0.9545728392553665,0.8203630397867688,0.9143098994147871,HIGH
3C64BBE4D61ED98F8CD082DD60630E5F,1,0.9487402356993501,0.8327715953417425,0.9139496435920678,HIGH
333EC67AB0C6B22BDA792EF9C6B65D57,1,0.9601384625898983,0.8057204520887267,0.9138130594395467,HIGH
97DAB9D2FB840E5D4A561E8BF390210D,1,0.9405301783029997,0.851260707308623,0.9137493370046865,HIGH
9E30B3AEC77D9751114A00A8ABC2FCA3,1,0.9689911093146382,0.7837452319980897,0.9134173461196735,HIGH
818B0263C5461A945D1A5CCBE3ED7B0D,1,0.9548584659053744,0.8148260203374273,0.9128487322349902,HIGH
7806A92DD81B9A9BD258FFC32764E31B,1,0.9412017851390596,0.8463513810937608,0.91274666392547,HIGH
AD7E9BB5498D415B23FFDDEBEA313F06,1,0.9465113786393631,0.8292642707876592,0.9113372462838519,HIGH
BC6E230548A7430551C00A407BE5E397,1,0.9580480931740416,0.8022154815975319,0.9112983097010887,HIGH
A810E3128C6B6BF27B552554FC2B0B37,1,0.958371050343726,0.8002168867051569,0.9109248012521552,HIGH
72F5CFD9A1B8514D9CDC4AE58DBADD21,1,0.9680158625087616,0.7756928572583971,0.9103189609336522,HIGH
BE84C8FB95396A0CA99C1241E04CA027,1,0.9467261919253552,0.8247998544980779,0.9101482906971721,HIGH
12F6041A61E3B223C7AFA0CFC904038F,1,0.9548676172421048,0.8056212636920692,0.9100937111770941,HIGH
9E67733841848B827F7D30189999318F,1,0.949984095139112,0.8156305185569603,0.9096780221644665,HIGH
BBADFAF4E8C49691124E3C90284E6E67,1,0.9485806993928453,0.8170786084513995,0.9091300721104114,HIGH
4E62D986DB95C419CC346C3C35EAFB5D,0,0.9250295569339603,0.871792605312867,0.9090584714476323,HIGH
3A23440EC3E239446F9A53B26D629E1C,1,0.9158854065805434,0.8888512663365035,0.9077751645073313,HIGH
2FD3A914EA4A0C745CD8514350D6E527,1,0.9540533131906345,0.7988235900399356,0.9074843962454249,HIGH
8E2F5F6574D8858B385C23EBEC5D2CB9,1,0.9529773716868986,0.8012094375835583,0.9074469914558965,HIGH
694AD0174003D59B2A0BA76DB3BB95AF,1,0.9560790269286917,0.792084051470986,0.9068805342913799,HIGH
EE64AFF20E6E32EAF33902ADE018C570,1,0.9309034461809895,0.8498226287719641,0.9065792009582818,HIGH
343D5147066AA467E7C8D03D125B98CF,1,0.9454191262941737,0.8158789955204925,0.9065570870620692,HIGH
4AD159F8C112CB820E42B75369CB13E6,0,0.9302365078313841,0.8506912507934243,0.9063729307199961,HIGH
2AEB6758B4EA79CE69261EF221D07357,1,0.9339464885278307,0.8414437492701928,0.9061956667505393,HIGH
300840B2FE6BE831919F4C710C62FE08,1,0.9334213697750718,0.838385547351001,0.9049106230478505,HIGH
BBD7AC1037534855EDCCB9EB3EF6B4D6,0,0.9309064996896557,0.8399312211757539,0.903613916135485,HIGH
0042EF8D355027B740081F5C919C1B7A,1,0.9529865182210812,0.7877721899151324,0.9034222197292965,HIGH
93B4E1771C428CCFBE41C82FFA4AF169,0,0.9229020342658991,0.8562590143771468,0.9029091282992734,HIGH
52EC6BAB9CB179FC24A35DDB34E16613,1,0.9210230340756899,0.8585701317049877,0.9022871633644791,HIGH
17225AB4B89F646A594419FCA6BE260A,1,0.9172195620319822,0.862196284290206,0.9007125787094492,HIGH
1071A4FC77983C2ACC438EB61480CAD9,1,0.940364371517276,0.8075913782108567,0.9005324735253502,HIGH
F9238E42E7EB81D5093A924BFE70E9A0,0,0.9519255564555347,0.7783361223636578,0.8998487262279715,HIGH
E23AC5A060CABF97399F04F9307C3AAD,1,0.9436149289935502,0.7965734379008133,0.8995024816657291,HIGH
024725CA3B4A6D834B4A8C1F114650C2,1,0.9450374320034349,0.7931139942096622,0.8994604006653031,HIGH
8F2B3F839B6B5265656A09370F100659,0,0.9464426093143674,0.7881341233389073,0.8989500635217293,HIGH
82D0614AABC9B6034DEEB4FC7D9C6273,0,0.919393644436517,0.8507820414102203,0.8988101635286279,HIGH
191F8A7415FA5BA8779B4EBC5B10144F,1,0.9453291379557723,0.7901959950684965,0.8987891950895895,HIGH
080CA54802681A67D6A76E838D0B56E7,0,0.946371057934751,0.7867446034604673,0.8984831215924658,HIGH
39B3623EAE5B51E8A48158759932B0D1,1,0.9475791252986817,0.782072827066442,0.8979272358290098,HIGH
D02AFD88E2323D003001D3F32C29BFF2,0,0.8896126978778975,0.9147060509158205,0.8971407037892744,HIGH
582F51093FFCDE28D61E56711A9CA508,1,0.928468485930603,0.8237838473275577,0.8970630943496893,HIGH
08B8E0F128725502C6C71643A3909988,1,0.9343610822024023,0.8098652412076578,0.8970123299039789,HIGH
5B85E984B102610A54F58CA9DF2A95ED,1,0.9379898651375511,0.8011783767343142,0.89694641861658,HIGH
931391E34157751DABC7C157E00B784B,1,0.9545774997533946,0.7624176012421542,0.8969295302000224,HIGH
4216C533445D0E486B69F77625AC2479,0,0.9622609755250903,0.7437528397020818,0.8967085347781877,HIGH
D2D477687DA81A7FFE9A33C825DD454D,1,0.9720623725578452,0.7166949948614525,0.8954521592489273,HIGH
4732759EBD06C9ABB3F19357C1867FAD,1,0.9466624708511414,0.7758358025889271,0.8954144703724771,HIGH
DF255C1A1C46617F0861EEBD7D527CD5,0,0.9227178472747641,0.83033958543394,0.8950043687225169,HIGH
B24C27ED02A602EEF1E2AA8AEB039654,1,0.9428369103210221,0.7818520044299218,0.8945414385536921,HIGH
130F129A06DD299839553DD35D14B35A,1,0.9118517206939754,0.8538024940490798,0.8944369527005067,HIGH
48F5ED7451E344BD98146B8C54A2F94F,1,0.9462854727925012,0.7715734466676338,0.8938718649550409,HIGH
97C907CAA96121EAD4AEA1B35EB514E9,1,0.9157844927792153,0.8420088382135075,0.8936517964095029,HIGH
F6E30D39514389062847AD72B20FE815,1,0.9207587011855893,0.82917649667725,0.8932840398330875,HIGH
0D9E163963743CE237F6CFF17AEFEA21,1,0.9345783545230331,0.7952359818475536,0.8927756427203892,HIGH
09FD8146725DC2E17CAABBF9C59717BD,1,0.9582654543968474,0.7368993379880344,0.8918556194742034,HIGH
AED3B77CA7270F7C33BE0F62D694CFC7,1,0.925166014742575,0.8137622836012209,0.8917448954001688,HIGH
13EB464F63702AC64ED58560BA428FEA,1,0.9294982210620337,0.8036499499353867,0.8917437397240395,HIGH
31234780A1216B4AD4B566454D95830B,1,0.9291313547233887,0.8017675835987564,0.890922223385999,HIGH
4A8333609A46ADF4D70F1B1F19097A03,0,0.9286109055943667,0.8017603321017651,0.8905557335465861,HIGH
CD7A5A202B4AD09760F7D51967BBC979,1,0.9539948034578997,0.7416188785447991,0.8902820259839694,HIGH
EE80A18CF161599EED279E45957176D7,1,0.93122819681268,0.7943101105761806,0.8901527709417301,HIGH
0D6813FC3E7FE0400A9FF9312E29097A,1,0.9335692608011626,0.7872215986086284,0.8896649621434023,HIGH
F394A1AAF1182265FC04B1FBEFA68A9A,0,0.9301363777232441,0.7910754672614179,0.8884181045846962,HIGH
1F3668D0BFD844346F311766F9FE4235,1,0.9546328903576761,0.7329713851199682,0.8881344387863637,HIGH
980D1329022775DA63AFFA7CFA7114EE,0,0.9458772247956936,0.7524781871739913,0.8878575135091828,HIGH
A225B495F271DD56ADA84E7AB17A8757,0,0.9350607578079602,0.7773900616269755,0.8877595489536647,HIGH
ACBE74FDE377A33B0E6E2979753280C7,1,0.9446718786504709,0.7544880198760301,0.8876167210181385,HIGH
257CE897D4D0B962F359B94E6B3A9DCB,1,0.9559060804232546,0.7280947923756391,0.8875626940089699,HIGH
99AF737809F87236297837A0BA7CA2C7,1,0.9331005503072873,0.7805431654896219,0.8873333348619876,HIGH
D0391FAF3CE4A14E79068C51D911DC39,1,0.9321826022848675,0.7823343439534569,0.8872281247854443,HIGH
9289BE19F455D8DF33ABE28FB96BF928,1,0.9315023445095243,0.7829448849633444,0.8869351066456702,HIGH
AAB38724094E495AAA2AC2CBE62DC463,1,0.9288008407758532,0.7889267425196557,0.8868386112989939,HIGH
375F96C23231CC72E2E6AE260F4EC772,1,0.9410549666563124,0.7532470147520034,0.8847125810850196,HIGH
7CE1E80DA20B9878A866B3AB6AE1EBCD,1,0.9413128284173414,0.7525356841079093,0.8846796851245118,HIGH
4733D27D1340F3123BA9B28AEC8B83DB,0,0.9165966285679267,0.8099410861425468,0.8845999658403126,HIGH
3379C34575761975A367A2E2A7BC6BE5,0,0.9063443247737037,0.8331166541144522,0.8843760235759283,HIGH
11FFB648DAB9C1E1BFD12D449747E2B1,1,0.921408291166272,0.7942360211014602,0.8832566101468284,HIGH
D2885695857AC6CC5F882A38BD740054,0,0.9208983014794523,0.795421027260051,0.8832551192136319,HIGH
AEF882F2C5894E492CFEF2BEA7DD3748,1,0.9223566573494226,0.7910462060168124,0.8829635219496395,HIGH
